dn_group,muscle,numerator_synapses,denominator_input,denominator_output,input_fraction,output_fraction,geometric_mean_fraction
DNb05,hg2,7,3603,5058.0,0.0019428254232583958,0.001383946223803875,0.0016397456839487708
DNpe005,DVM1A,8,10428,2309.0,0.0007671653241273494,0.0034647033347769596,0.0016303374671611012
DNb03,b3,8,8553,2824.0,0.0009353443236291359,0.0028328611898017,0.0016277901073265867
DNge038,DLM5,4,10854,565.0,0.0003685277317118113,0.007079646017699115,0.0016152541249677133
DNxn136,hg1,3,11512,303.0,0.00026059763724808893,0.009900990099009901,0.0016062921982686407
DNb07,DLM1,23,35422,5845.0,0.0006493139856586302,0.003934987168520102,0.0015984499372540123
DNg02,hg4,13,11215,5907.0,0.0011591618368256798,0.002200778737091586,0.0015972034070004932
DNxn114,i2,4,14380,450.0,0.0002781641168289291,0.008888888888888889,0.0015724407548039
DNge110,iii4,3,12155,306.0,0.00024681201151789385,0.00980392156862745,0.0015555467216116033
DNxn142,i1,9,10448,3206.0,0.0008614088820826952,0.0028072364316905803,0.001555049322807607
DNp18,hg2,7,3603,5628.0,0.0019428254232583958,0.0012437810945273632,0.001554493335918786
DNb05,iii4,12,12155,5058.0,0.0009872480460715754,0.002372479240806643,0.0015304331069444796
DNge032,b2,5,12969,855.0,0.00038553473667977484,0.005847953216374269,0.00150152892192941
DNpe003,hg4,5,11215,991.0,0.00044583147570218456,0.005045408678102927,0.0014998006522465698
DNg79,hg1,10,11512,4021.0,0.0008686587908269632,0.002486943546381497,0.001469797732293349
DNg05,DLM5,7,10854,2096.0,0.0006449235304956698,0.0033396946564885495,0.0014675992874896467
DNxn117,i1,4,10448,718.0,0.00038284839203675346,0.005571030640668524,0.0014604314851328797
DNg17,DLM5,7,10854,2121.0,0.0006449235304956698,0.0033003300330033004,0.0014589244314512587
DNut054,i2,5,14380,828.0,0.0003477051460361613,0.006038647342995169,0.0014490233801623122
DNa04,hg3,7,7292,3294.0,0.0009599561162918266,0.0021250758955676987,0.0014282785454996316
DNxn168,hg2,6,3603,4902.0,0.0016652789342214821,0.0012239902080783353,0.0014276852276346563
DNxn102,DVM1A,7,10428,2345.0,0.0006712696586114307,0.0029850746268656717,0.0014155529045944428
DNp51,DLM5,5,10854,1172.0,0.00046065966463976416,0.004266211604095563,0.0014018814524862408
DNa10,iii1,7,7890,3162.0,0.0008871989860583017,0.002213788741302973,0.0014014532195657768
DNut058,hg3,3,7292,636.0,0.00041140976412506856,0.0047169811320754715,0.0013930585396635595
DNnt017,hg4,4,11215,737.0,0.00035666518056174767,0.005427408412483039,0.0013913186556000071
DNxn114,i1,3,10448,450.0,0.0002871362940275651,0.006666666666666667,0.001383561332281214
DNg05,DVM2A,3,2270,2096.0,0.0013215859030837004,0.0014312977099236641,0.0013753482746384996
DNg01,DLM1,9,35422,1238.0,0.0002540793856925075,0.007269789983844911,0.001359081959709884
DNg81,hg4,3,11215,435.0,0.0002674988854213107,0.006896551724137931,0.0013582414731767379
DNpe005,hg1,7,11512,2309.0,0.0006080611535788742,0.0030316154179298397,0.0013577214619478913
DNg08,b2,8,12969,2684.0,0.0006168555786876397,0.0029806259314456036,0.0013559556533284055
DNb06,hg2,4,3603,2449.0,0.0011101859561476548,0.0016333197223356473,0.0013465840551692356
DNp63,hg3,4,7292,1237.0,0.0005485463521667581,0.0032336297493936943,0.0013318392557992197
DNa10,hg1,8,11512,3162.0,0.0006949270326615705,0.002530044275774826,0.0013259698944797322
DNxn126,ps1,4,15287,606.0,0.0002616602341859096,0.006600660066006601,0.0013142032790450908
DNg41,hg1,5,11512,1358.0,0.0004343293954134816,0.003681885125184094,0.0012645753992558523
DNg03,ps1,5,15287,1034.0,0.000327075292732387,0.004835589941972921,0.0012576175872675204
DNge109,b2,3,12969,461.0,0.0002313208420078649,0.006507592190889371,0.001226923675311686
DNa08,i2,4,14380,744.0,0.0002781641168289291,0.005376344086021506,0.0012229088291678199
DNa02,iii4,9,12155,4456.0,0.0007404360345536817,0.0020197486535008975,0.001222904200578828
DNg32,iii3,3,3518,1757.0,0.0008527572484366117,0.001707455890722823,0.0012066670573110375
DNxl119,ps1,6,15287,1642.0,0.0003924903512788644,0.0036540803897685747,0.0011975772608819348
DNp31,hg3,7,7292,4725.0,0.0009599561162918266,0.0014814814814814814,0.0011925423302009974
DNp15,hg2,3,3603,1765.0,0.0008326394671107411,0.0016997167138810198,0.0011896433158241643
DNg76,hg3,3,7292,878.0,0.00041140976412506856,0.003416856492027335,0.0011856340596635099
DNa12,iii4,4,12155,941.0,0.00032908268202385847,0.004250797024442083,0.0011827356786460945
DNxn142,hg2,4,3603,3206.0,0.0011101859561476548,0.0012476606363069245,0.0011769177186473974
DNg74,DVM3A,9,3075,20161.0,0.002926829268292683,0.0004464064282525668,0.001143046543130948
DNut058,DLM5,3,10854,636.0,0.0002763957987838585,0.0047169811320754715,0.001141820374598557
DNg10,hg1,6,11512,2498.0,0.0005211952744961779,0.0024019215372297837,0.0011188700348631912
DNxn102,DVM3A,3,3075,2345.0,0.000975609756097561,0.001279317697228145,0.0011171905954509482
DNxn109,iii4,3,12155,597.0,0.00024681201151789385,0.005025125628140704,0.0011136702224678215
DNxl119,iii1,4,7890,1642.0,0.0005069708491761723,0.00243605359317905,0.001111309209343938
DNp11,iii1,6,7890,3791.0,0.0007604562737642585,0.0015826958586125032,0.0010970738330406884
DNxn126,DLM1,5,35422,606.0,0.00014115521427361528,0.00825082508250825,0.0010791881126363334
DNg108,iii1,12,7890,15938.0,0.001520912547528517,0.0007529175555276697,0.001070103619962353
DNg15,i2,9,14380,5005.0,0.0006258692628650904,0.0017982017982017982,0.0010608672084305554
DNg37,hg4,7,11215,3899.0,0.0006241640659830584,0.0017953321364452424,0.001058575366270023
DNae003,i1,5,10448,2264.0,0.0004785604900459418,0.002208480565371025,0.001028052304905201
DNpe045,DVM3A,3,3075,3070.0,0.000975609756097561,0.000977198697068404,0.000976403903364668
DNa02,b3,6,8553,4456.0,0.0007015082427218519,0.0013464991023339318,0.0009718951687835615
DNut040,iii4,6,12155,3173.0,0.0004936240230357877,0.0018909549322407816,0.0009661370405030851
DNb06,hg1,5,11512,2449.0,0.0004343293954134816,0.002041649652919559,0.000941673223256718
DNg74,DLM1,25,35422,20161.0,0.0007057760713680764,0.00124001785625713,0.0009355078465814284
DNg35,iii4,6,12155,3480.0,0.0004936240230357877,0.0017241379310344827,0.0009225377508730149
DNge049,DVM2A,3,2270,4699.0,0.0013215859030837004,0.000638433709299851,0.0009185559265848326
DNa04,b2,6,12969,3294.0,0.0004626416840157298,0.0018214936247723133,0.0009179863168852676
DNge016,DLM1,4,35422,537.0,0.00011292417141889222,0.0074487895716946,0.0009171414233679001
DNbe005,hg4,3,11215,966.0,0.0002674988854213107,0.003105590062111801,0.0009114504266225377
DNg03,hg4,3,11215,1034.0,0.0002674988854213107,0.0029013539651837525,0.0008809704602876048
DNb07,DLM5,7,10854,5845.0,0.0006449235304956698,0.0011976047904191617,0.0008788421414427351
DNxn176,i1,3,10448,1116.0,0.0002871362940275651,0.002688172043010753,0.0008785623245613347
DNxl119,b2,4,12969,1642.0,0.00030842778934381986,0.00243605359317905,0.0008668025291075722
DNg82,i2,4,14380,1511.0,0.0002781641168289291,0.0026472534745201853,0.0008581205770532607
DNp51,i1,3,10448,1172.0,0.0002871362940275651,0.002559726962457338,0.0008573158774468348
DNp15,hg3,3,7292,1765.0,0.00041140976412506856,0.0016997167138810198,0.000836229664827329
DNg93,DLM1,15,35422,9520.0,0.0004234656428208458,0.0015756302521008404,0.0008168385872091583
DNxl130,DLM1,9,35422,3492.0,0.0002540793856925075,0.002577319587628866,0.0008092241825094014
DNg01,hg1,3,11512,1238.0,0.00026059763724808893,0.0024232633279483036,0.0007946676649350147
DNg05,iii4,4,12155,2096.0,0.00032908268202385847,0.0019083969465648854,0.0007924773722584857
DNg04,DLM5,3,10854,1323.0,0.0002763957987838585,0.0022675736961451248,0.0007916740762758991
DNxn124,hg2,3,3603,4217.0,0.0008326394671107411,0.0007114062129475931,0.0007696394545811398
DNg41,hg4,3,11215,1358.0,0.0002674988854213107,0.0022091310751104565,0.0007687262844092356
DNp10,i1,6,10448,5986.0,0.0005742725880551302,0.0010023387905111927,0.0007586934106310082
DNp33,hg3,3,7292,2152.0,0.00041140976412506856,0.0013940520446096654,0.0007573154051324534
DNg82,DVM1A,3,10428,1511.0,0.00028768699654775604,0.001985440105890139,0.0007557680205519369
DNge048,b2,4,12969,2169.0,0.00030842778934381986,0.0018441678192715537,0.000754183401883745
DNae002,hg4,4,11215,2574.0,0.00035666518056174767,0.001554001554001554,0.0007444852213786388
DNg91,hg4,3,11215,1459.0,0.0002674988854213107,0.00205620287868403,0.0007416414081266422
DNxn142,i2,5,14380,3206.0,0.0003477051460361613,0.0015595757953836558,0.0007363915600333401
DNa02,i1,5,10448,4456.0,0.0004785604900459418,0.0011220825852782765,0.0007327921887430223
DNut040,ps1,5,15287,3173.0,0.000327075292732387,0.001575795776867318,0.0007179163356585064
DNg91,iii4,3,12155,1459.0,0.00024681201151789385,0.00205620287868403,0.0007123872321826727
DNpe055,ps1,3,15287,1163.0,0.0001962451756394322,0.0025795356835769563,0.0007114923986183848
DNb02,hg4,3,11215,1782.0,0.0002674988854213107,0.0016835016835016834,0.0006710699098764602
DNp15,hg1,3,11512,1765.0,0.00026059763724808893,0.0016997167138810198,0.0006655389993294756
DNxn142,b1,3,6460,3206.0,0.00046439628482972134,0.0009357454772301934,0.0006592091649635315
DNxn125,iii4,4,12155,3063.0,0.00032908268202385847,0.001305909239307868,0.0006555548146045226
DNg27,DVM1A,3,10428,2049.0,0.00028768699654775604,0.0014641288433382138,0.0006490075727592944
DNp28,i2,3,14380,1494.0,0.0002086230876216968,0.002008032128514056,0.0006472417343575507
DNp26,DLM1,5,35422,1702.0,0.00014115521427361528,0.002937720329024677,0.0006439522827969739
DNg17,DVM1A,3,10428,2121.0,0.00028768699654775604,0.0014144271570014145,0.0006378967789802033
DNp11,i1,4,10448,3791.0,0.00038284839203675346,0.0010551305724083356,0.0006355745770838782
DNg99,b3,3,8553,2686.0,0.00035075412136092597,0.0011169024571854058,0.0006259058555533142
DNp18,hg3,4,7292,5628.0,0.0005485463521667581,0.0007107320540156361,0.0006243952879372686
DNg07,iii4,3,12155,1940.0,0.00024681201151789385,0.0015463917525773195,0.0006177928933293822
DNg02,hg3,4,7292,5907.0,0.0005485463521667581,0.0006771626883358727,0.0006094711826740279
DNg93,DVM1A,6,10428,9520.0,0.0005753739930955121,0.0006302521008403362,0.000602188232961538
DNg07,b2,3,12969,1940.0,0.0002313208420078649,0.0015463917525773195,0.0005980908311286869
DNg108,DVM3A,4,3075,15938.0,0.0013008130081300813,0.00025097251850922326,0.0005713740602792231
DNp18,i2,5,14380,5628.0,0.0003477051460361613,0.0008884150675195451,0.0005557935685059783
DNg27,ps1,3,15287,2049.0,0.0001962451756394322,0.0014641288433382138,0.0005360300570114203
DNpe045,DVM1A,3,10428,3070.0,0.00028768699654775604,0.000977198697068404,0.0005302144454746491
DNge048,ps1,3,15287,2169.0,0.0001962451756394322,0.0013831258644536654,0.000520991149829967
DNg37,ps1,4,15287,3899.0,0.0002616602341859096,0.0010259040779687098,0.0005181103176868535
DNg100,DVM1A,6,10428,13369.0,0.0005753739930955121,0.00044879946144064627,0.0005081609373301139
DNg108,DLM1,12,35422,15938.0,0.0003387725142566766,0.0007529175555276697,0.0005050423480403396
DNb06,ps1,3,15287,2449.0,0.0001962451756394322,0.0012249897917517355,0.0004903043308383384
DNge049,ps1,4,15287,4699.0,0.0002616602341859096,0.0008512449457331347,0.00047195015822659064
DNg79,DVM1A,3,10428,4021.0,0.00028768699654775604,0.0007460830639144492,0.00046329083288221387
DNp13,hg1,3,11512,4191.0,0.00026059763724808893,0.0007158196134574087,0.0004319038086922145
DNg79,iii4,3,12155,4021.0,0.00024681201151789385,0.0007460830639144492,0.0004291180044744785
DNxn177,DLM1,3,35422,1511.0,8.469312856416915e-05,0.001985440105890139,0.00041006479261771687
DNxl119,DLM1,3,35422,1642.0,8.469312856416915e-05,0.0018270401948842874,0.00039336719501915717
DNge148,DLM1,3,35422,1715.0,8.469312856416915e-05,0.001749271137026239,0.00038490420275927566
DNp33,DLM1,3,35422,2152.0,8.469312856416915e-05,0.0013940520446096654,0.00034360824937604344
DNg93,b3,3,8553,9520.0,0.00035075412136092597,0.0003151260504201681,0.00033246317229591746
DNg74,iii1,4,7890,20161.0,0.0005069708491761723,0.00019840285700114082,0.0003171505397959257
DNge049,DLM1,4,35422,4699.0,0.00011292417141889222,0.0008512449457331347,0.0003100421425732865
DNxn125,DLM1,3,35422,3063.0,8.469312856416915e-05,0.0009794319294809011,0.0002880124204324845
DNg74,DVM1A,3,10428,20161.0,0.00028768699654775604,0.0001488021427508556,0.00020690200948242168
