dn_id,dn_name,primary_cluster,specialization,n_clusters_targeted,total_connectivity,n_in_targets,cluster_1,cluster_3,cluster_4,cluster_5,cluster_2
720575941527162905,DNb05,2,power_control,5,203,7,10.0,11.0,28.0,11.0,143.0
720575941701235930,DNxn142,1,steering_control,3,202,7,172.0,,10.0,20.0,
720575941651815445,DNge084,4,steering_control,2,194,8,57.0,,137.0,,
720575941508492417,DNg71,5,steering_control,3,193,7,34.0,,64.0,95.0,
720575941476477492,DNxn122,5,steering_control,3,186,10,78.0,,11.0,97.0,
720575941408508078,DNp08,4,steering_control,3,166,10,44.0,,69.0,53.0,
720575941572671995,DNp59,5,steering_control,2,160,8,,,,104.0,56.0
720575941535258802,DNxn155,5,steering_control,3,157,8,,,13.0,124.0,20.0
720575941438773548,DNae003,4,steering_control,3,156,11,23.0,,70.0,63.0,
720575941504328791,DNpe005,1,steering_control,3,155,9,113.0,,27.0,,15.0
720575941447863316,DNb05,2,power_control,3,154,6,21.0,,,10.0,123.0
720575941463843597,DNp45,3,steering_control,3,152,10,13.0,85.0,,54.0,
720575941540466381,DNp08,4,steering_control,3,151,9,41.0,,66.0,44.0,
720575941510642192,DNa10,3,steering_control,3,146,9,13.0,94.0,,39.0,
720575941625972123,DNae003,1,steering_control,3,142,11,100.0,,10.0,32.0,
720575941492697264,DNp28,4,steering_control,3,141,9,47.0,,76.0,18.0,
720575941595542823,DNp05,2,power_control,1,138,4,,,,,138.0
720575941509010305,DNxn151,4,steering_control,3,136,9,,23.0,87.0,26.0,
720575941478195265,DNg42,5,steering_control,2,134,8,53.0,,,81.0,
720575941508375390,DNpe005,1,steering_control,3,129,5,104.0,,12.0,,13.0
720575941618895231,DNb01,5,steering_control,2,128,7,61.0,,,67.0,
720575941510475536,DNa02,5,steering_control,2,124,6,,,51.0,73.0,
720575941594823537,DNp05,2,power_control,2,124,5,,,17.0,,107.0
720575941504526386,DNg55,4,steering_control,1,123,4,,,123.0,,
720575941568870770,DNa10,3,steering_control,3,122,8,,90.0,,21.0,11.0
720575941490717390,DNa09,1,steering_control,4,122,10,88.0,,10.0,11.0,13.0
720575941593505387,DNnt017,4,steering_control,1,121,3,,,121.0,,
720575941553786503,aSP22,5,steering_control,2,118,5,,,31.0,87.0,
720575941662506040,DNg27,5,steering_control,2,116,8,,,,87.0,29.0
720575941552907838,DNp45,3,steering_control,2,115,7,,90.0,,25.0,
720575941491761895,DNp10,1,steering_control,3,114,7,63.0,,34.0,17.0,
720575941688189935,DNb01,1,steering_control,2,114,6,67.0,,,47.0,
720575941598950556,DNg27,5,steering_control,2,112,7,,,,102.0,10.0
720575941542534236,DNp13,4,steering_control,4,112,8,18.0,10.0,70.0,14.0,
720575941496919168,DNp57,1,steering_control,2,110,5,80.0,,,30.0,
720575941506310821,DNge016,1,steering_control,1,110,6,110.0,,,,
720575941534222770,DNp15,4,steering_control,3,109,6,26.0,,64.0,19.0,
720575941470003677,DNa12,5,steering_control,1,108,3,,,,108.0,
720575941515619427,DNpe055,2,power_control,3,108,7,,,32.0,38.0,38.0
720575941408661934,DNxn155,5,steering_control,2,107,5,,,,95.0,12.0
720575941596602048,DNxn118,1,steering_control,2,106,4,91.0,,,15.0,
720575941631642860,DNut037,1,steering_control,3,106,6,80.0,,16.0,10.0,
720575941507073303,DNp02,5,steering_control,4,103,5,,12.0,30.0,38.0,23.0
720575941543045149,DNa09,5,steering_control,3,103,8,23.0,,30.0,50.0,
720575941609235302,DNge090,1,steering_control,3,102,8,70.0,,21.0,11.0,
720575941456897005,DNa02,5,steering_control,2,102,4,,,42.0,60.0,
720575941414341521,DNxn102,5,steering_control,4,102,4,11.0,,23.0,52.0,16.0
720575941633206944,DNp103,5,steering_control,1,100,4,,,,100.0,
720575941471238263,DNxn102,5,steering_control,3,98,4,28.0,,,50.0,20.0
720575941532728195,DNut040,5,steering_control,3,98,7,33.0,13.0,,52.0,
720575941430069641,DNp17,4,steering_control,2,96,4,46.0,,50.0,,
720575941475448123,DNxn159,5,steering_control,1,95,4,,,,95.0,
720575941562059176,DNg82,1,steering_control,1,95,6,95.0,,,,
720575941430250377,DNg91,4,steering_control,3,95,7,32.0,,50.0,13.0,
720575941496676295,DNa06,4,steering_control,2,95,4,,,82.0,13.0,
720575941629872422,DNut037,1,steering_control,2,94,5,79.0,,,15.0,
720575941632167611,DNg73,4,steering_control,1,90,4,,,90.0,,
720575941542664284,DNxn176,1,steering_control,2,87,6,63.0,,24.0,,
720575941438690834,DNp51,1,steering_control,3,86,4,50.0,,14.0,22.0,
720575941536778389,DNg01,1,steering_control,1,86,5,86.0,,,,
720575941471955264,DNut040,5,steering_control,4,82,7,15.0,11.0,10.0,46.0,
720575941572669342,DNb06,5,steering_control,3,81,5,22.0,,19.0,40.0,
720575941579876085,DNg74,4,steering_control,2,81,3,,,67.0,14.0,
720575941656710736,DNge091,1,steering_control,2,81,6,69.0,,12.0,,
720575941628867042,DNg04,5,steering_control,2,81,5,,,21.0,60.0,
720575941591050494,DNg32,1,steering_control,3,79,5,38.0,,10.0,31.0,
720575941435430542,DNg42,5,steering_control,2,79,4,25.0,,,54.0,
720575941441623899,DNg75,5,steering_control,2,79,3,,,12.0,67.0,
720575941532746981,DNp43,3,steering_control,2,79,5,35.0,44.0,,,
720575941557413284,DNut051,5,steering_control,2,79,5,,,24.0,55.0,
720575941681678525,DNge093,1,steering_control,1,78,3,78.0,,,,
720575941414424977,DNp57,1,steering_control,2,78,6,41.0,,,37.0,
720575941491992807,DNg100,5,steering_control,1,78,1,,,,78.0,
720575941455714541,DNb02,4,steering_control,1,77,5,,,77.0,,
720575941555674340,DNg41,4,steering_control,2,76,5,,,64.0,12.0,
720575941505673566,DNg82,1,steering_control,2,76,4,64.0,,12.0,,
720575941514461772,DNp11,2,power_control,1,74,4,,,,,74.0
720575941626967865,DNge091,4,steering_control,3,74,6,24.0,,34.0,16.0,
720575941471127104,DNp53,4,steering_control,2,73,4,11.0,,62.0,,
720575941629726246,DNp07,5,steering_control,3,73,5,13.0,17.0,,43.0,
720575941503507435,DNp02,2,power_control,4,73,5,18.0,,13.0,10.0,32.0
720575941595955569,DNp13,1,steering_control,2,73,5,42.0,,31.0,,
720575941611791590,DNp06,5,steering_control,2,72,4,,,,40.0,32.0
720575941566556775,DNxn159,5,steering_control,1,70,3,,,,70.0,
720575941657879576,DNp06,5,steering_control,2,69,5,,,,40.0,29.0
720575941545312005,DNp22,1,steering_control,2,69,5,39.0,,,30.0,
720575941612286428,DNut048,1,steering_control,1,69,5,69.0,,,,
720575941477013825,DNg04,5,steering_control,2,68,3,,,19.0,49.0,
720575941563183016,DNg74,1,steering_control,2,68,5,50.0,,18.0,,
720575941652815857,DNb03,5,steering_control,2,67,3,,,32.0,35.0,
720575941536972018,DNg32,5,steering_control,2,67,4,30.0,,,37.0,
720575941514949881,DNnt017,4,steering_control,1,67,1,,,67.0,,
720575941554952858,DNge053,5,steering_control,1,64,3,,,,64.0,
720575941433654048,DNge175,1,steering_control,1,64,5,64.0,,,,
720575941535140362,DNg15,4,steering_control,4,64,6,10.0,13.0,21.0,20.0,
720575941563391383,DNg82,1,steering_control,1,63,4,63.0,,,,
720575941519463278,DNg108,4,steering_control,1,63,2,,,63.0,,
720575941550794751,DNg36,4,steering_control,2,62,2,22.0,,40.0,,
720575941504810290,DNg90,4,steering_control,1,61,1,,,61.0,,
720575941548169608,DNp51,1,steering_control,3,59,4,35.0,,11.0,13.0,
720575941449983581,DNg15,3,steering_control,3,58,4,19.0,22.0,,17.0,
720575941565245794,DNxn151,1,steering_control,4,58,4,19.0,11.0,13.0,15.0,
720575941531996645,DNpe042,5,steering_control,1,57,3,,,,57.0,
720575941601731769,DNxn118,1,steering_control,2,57,3,44.0,,,13.0,
720575941476852254,DNg62,5,steering_control,1,57,1,,,,57.0,
720575941480784258,DNp43,3,steering_control,2,56,4,23.0,33.0,,,
720575941536301288,DNb02,4,steering_control,2,56,4,,,41.0,15.0,
720575941483554189,DNut050,1,steering_control,1,55,4,55.0,,,,
720575941551948543,DNp63,3,steering_control,1,54,4,,54.0,,,
720575941561376813,DNde006,5,steering_control,1,54,2,,,,54.0,
720575941513772179,DNxn117,1,steering_control,2,53,3,32.0,,,21.0,
720575941513768780,DNge037,4,steering_control,2,53,2,,,37.0,16.0,
720575941562215469,DNg98,5,steering_control,2,53,4,,,26.0,27.0,
720575941504921906,DNp47,3,steering_control,2,53,5,,42.0,,11.0,
720575941534435338,DNp22,5,steering_control,1,52,4,,,,52.0,
720575941502628695,DNp15,4,steering_control,3,51,4,10.0,,31.0,10.0,
720575941459103391,DNg79,5,steering_control,3,51,4,,,10.0,25.0,16.0
720575941558381860,DNxn183,4,steering_control,3,51,4,11.0,,29.0,11.0,
720575941441226943,DNp53,1,steering_control,1,50,3,50.0,,,,
720575941607693421,DNg111,4,steering_control,1,50,3,,,50.0,,
720575941541726493,DNge091,1,steering_control,3,50,4,23.0,,10.0,17.0,
720575941609747430,DNge014,1,steering_control,1,49,3,49.0,,,,
720575941564504832,DNfl025,5,steering_control,1,49,1,,,,49.0,
720575941639763999,DNg51,1,steering_control,1,49,3,49.0,,,,
720575941551414170,DNg07,1,steering_control,2,49,3,25.0,,,24.0,
720575941580369489,DNg08,4,steering_control,3,48,4,,10.0,23.0,15.0,
720575941411212715,DNg32,4,steering_control,2,48,3,,,26.0,22.0,
720575941523099127,DNut053,2,power_control,3,47,4,10.0,,,10.0,27.0
720575941498444155,DNg06,2,power_control,2,47,4,,,,10.0,37.0
720575941546446697,DNg91,4,steering_control,2,45,3,14.0,,31.0,,
720575941543684357,DNg94,1,steering_control,3,45,3,23.0,,10.0,12.0,
720575941476250164,DNut062,4,steering_control,2,45,3,,,24.0,21.0,
720575941400285475,DNnt020,4,steering_control,1,45,1,,,45.0,,
720575941450378333,DNp103,5,steering_control,1,44,2,,,,44.0,
720575941560434035,DNxn152,5,steering_control,3,44,3,,10.0,10.0,24.0,
720575941557388708,DNb03,5,steering_control,2,44,3,,,14.0,30.0,
720575941481103523,DNxn136,5,steering_control,2,44,3,17.0,,,27.0,
720575941554694372,DNg36,4,steering_control,2,44,2,21.0,,23.0,,
720575941537710824,DNg98,4,steering_control,2,43,3,,,29.0,14.0,
720575941602114494,DNnt015,4,steering_control,1,43,2,,,43.0,,
720575941572471454,DNg108,5,steering_control,2,43,4,20.0,,,23.0,
720575941593683051,DNp10,5,steering_control,1,43,2,,,,43.0,
720575941733143339,DNg94,4,steering_control,2,43,2,,10.0,33.0,,
720575941493998464,DNnt010,4,steering_control,1,43,1,,,43.0,,
720575941412619631,DNxn153,5,steering_control,1,43,3,,,,43.0,
720575941461674436,DNb06,5,steering_control,1,43,2,,,,43.0,
720575941452165801,DNxn146,4,steering_control,1,42,2,,,42.0,,
720575941504703938,DNb02,4,steering_control,2,41,3,,,24.0,17.0,
720575941562036743,DNut042,4,steering_control,3,41,3,14.0,,15.0,12.0,
720575941554109668,DNg51,1,steering_control,1,41,3,41.0,,,,
720575941472044352,DNg82,1,steering_control,1,41,2,41.0,,,,
720575941521340087,DNp51,5,steering_control,2,40,3,12.0,,,28.0,
720575941562404008,DNge088,1,steering_control,1,40,3,40.0,,,,
720575941595376677,DNxn143,5,steering_control,1,40,2,,,,40.0,
720575941691021720,DNg89,4,steering_control,1,39,1,,,39.0,,
720575941652085745,DNxn143,5,steering_control,1,39,2,,,,39.0,
720575941513811532,DNxn173,5,steering_control,1,39,1,,,,39.0,
720575941530295013,DNg49,4,steering_control,1,39,2,,,39.0,,
720575941537820658,DNge095,5,steering_control,2,38,2,10.0,,,28.0,
720575941562192429,DNge090,4,steering_control,1,38,2,,,38.0,,
720575941511473996,DNut054,4,steering_control,3,37,3,10.0,,14.0,13.0,
720575941515630947,DNp12,5,steering_control,2,37,3,,,14.0,23.0,
720575941558607396,DNp03,1,steering_control,1,37,2,37.0,,,,
720575941430607753,DNg111,5,steering_control,2,36,3,,,11.0,25.0,
720575941582282873,DNg08,4,steering_control,2,35,2,,,24.0,11.0,
720575941611992493,DNxn007,5,steering_control,2,35,3,,,10.0,25.0,
720575941572620446,DNb03,4,steering_control,2,35,2,,,23.0,12.0,
720575941511336402,DNg04,5,steering_control,1,35,2,,,,35.0,
720575941700293082,DNg06,2,power_control,1,34,3,,,,,34.0
720575941482535366,DNg01,1,steering_control,1,34,3,34.0,,,,
720575941612195501,DNg17,5,steering_control,1,34,3,,,,34.0,
720575941441633883,DNge049,5,steering_control,3,34,3,,,10.0,14.0,10.0
720575941441162191,DNg36,4,steering_control,1,33,1,,,33.0,,
720575941550687805,DNge050,5,steering_control,1,33,1,,,,33.0,
720575941624831228,DNg17,4,steering_control,2,33,2,,,17.0,,16.0
720575941653831185,DNxl092,4,steering_control,1,33,1,,,33.0,,
720575941581684601,DNa06,4,steering_control,1,33,2,,,33.0,,
720575941537850600,DNp54,5,steering_control,2,33,3,,,13.0,20.0,
720575941571871241,DNge091,5,steering_control,2,33,2,10.0,,,23.0,
720575941668513011,DNp11,2,power_control,1,33,1,,,,,33.0
720575941467587606,DNxn175,5,steering_control,1,32,2,,,,32.0,
720575941470033117,DNbe003,5,steering_control,1,32,1,,,,32.0,
720575941523074295,DNp16,4,steering_control,2,32,2,10.0,,22.0,,
720575941526955266,DNge006,5,steering_control,2,32,3,,,10.0,22.0,
720575941487149378,DNp42,3,steering_control,2,32,2,12.0,20.0,,,
720575941640505375,DNge035,4,steering_control,1,32,2,,,32.0,,
720575941592644054,DNge091,5,steering_control,1,31,1,,,,31.0,
720575941633911227,DNpe004,4,steering_control,2,31,3,10.0,,21.0,,
720575941634269371,DNg59,4,steering_control,1,31,1,,,31.0,,
720575941628237625,DNxl111,4,steering_control,1,31,2,,,31.0,,
720575941595590951,DNae005,4,steering_control,1,31,1,,,31.0,,
720575941658936144,DNp69,5,steering_control,1,31,2,,,,31.0,
720575941510621968,DNxl127,2,power_control,3,31,3,,,10.0,10.0,11.0
720575941486587714,DNp17,4,steering_control,2,31,2,,,21.0,10.0,
720575941613418716,DNnt020,4,steering_control,2,31,2,,,20.0,11.0,
720575941562981522,DNxn114,5,steering_control,1,31,2,,,,31.0,
720575941456625567,DNg90,4,steering_control,1,30,1,,,30.0,,
720575941409225902,DNxn181,5,steering_control,2,30,2,,,11.0,19.0,
720575941460902157,DNg07,5,steering_control,2,30,2,,,10.0,20.0,
720575941558189171,DNg07,1,steering_control,2,30,2,16.0,,,14.0,
720575941507241495,DNfl026,5,steering_control,1,29,1,,,,29.0,
720575941515917667,DNg07,5,steering_control,2,29,2,,,11.0,18.0,
720575941574140169,DNxl103,5,steering_control,1,29,1,,,,29.0,
720575941481985475,DNp69,4,steering_control,2,29,2,,,15.0,14.0,
720575941561743872,DNg37,5,steering_control,2,28,2,,,12.0,16.0,
720575941485358733,DNxn114,5,steering_control,2,28,2,,,13.0,15.0,
720575941439563583,DNge053,5,steering_control,1,28,2,,,,28.0,
720575941539809997,DNp03,1,steering_control,1,28,2,28.0,,,,
720575941518404974,DNpe039,5,steering_control,1,28,2,,,,28.0,
720575941515152195,DNpe006,1,steering_control,1,28,2,28.0,,,,
720575941513096012,DNnt015,4,steering_control,1,28,1,,,28.0,,
720575941578499673,DNge118,1,steering_control,2,27,2,15.0,,,12.0,
720575941539226866,DNp63,3,steering_control,1,27,2,,27.0,,,
720575941438445330,DNpe032,5,steering_control,1,27,1,,,,27.0,
720575941447973140,DNb02,5,steering_control,1,27,2,,,,27.0,
720575941477419828,DNxn152,4,steering_control,2,26,2,,,14.0,12.0,
720575941536003314,DNg10,4,steering_control,1,26,1,,,26.0,,
720575941535862506,DNa01,5,steering_control,1,26,2,,,,26.0,
720575941497322880,DNp10,5,steering_control,1,25,2,,,,25.0,
720575941631028962,DNge063,4,steering_control,1,25,1,,,25.0,,
720575941604585662,DNg106,4,steering_control,1,24,1,,,24.0,,
720575941477915700,DNp48,2,power_control,1,24,2,,,,,24.0
720575941658941264,DNxl080,4,steering_control,2,24,2,,,14.0,10.0,
720575941732586539,DNg05,5,steering_control,1,24,2,,,,24.0,
720575941477099313,DNge076,4,steering_control,1,24,1,,,24.0,,
720575941566180199,DNg89,4,steering_control,1,23,2,,,23.0,,
720575941518951091,DNg36,4,steering_control,1,23,2,,,23.0,,
720575941619883135,DNpe031,4,steering_control,1,23,2,,,23.0,,
720575941514358675,DNg51,1,steering_control,1,23,2,23.0,,,,
720575941552142727,DNa03,5,steering_control,2,23,2,,,10.0,13.0,
720575941439143954,DNg08,1,steering_control,2,22,2,11.0,,11.0,,
720575941468862583,DNxn117,4,steering_control,2,22,2,10.0,,12.0,,
720575941599049152,DNut042,4,steering_control,2,22,2,,,11.0,11.0,
720575941598693824,DNp17,4,steering_control,1,22,1,,,22.0,,
720575941411472555,DNb09,5,steering_control,1,22,1,,,,22.0,
720575941537583336,DNp54,5,steering_control,1,22,2,,,,22.0,
720575941626256266,DNxl115,1,steering_control,1,22,2,22.0,,,,
720575941480799395,DNg105,5,steering_control,2,21,2,,,10.0,11.0,
720575941610917037,DNxl113,4,steering_control,1,21,1,,,21.0,,
720575941572713886,DNg97,5,steering_control,1,21,1,,,,21.0,
720575941526723609,DNnt012,5,steering_control,1,21,1,,,,21.0,
720575941537703144,DNg04,5,steering_control,1,21,1,,,,21.0,
720575941503528171,DNg02,5,steering_control,1,21,2,,,,21.0,
720575941561392173,DNg39,4,steering_control,1,21,1,,,21.0,,
720575941407841071,DNp07,5,steering_control,2,21,2,,,10.0,11.0,
720575941624816124,DNg08,3,steering_control,2,20,2,,10.0,,10.0,
720575941632059372,DNge006,4,steering_control,1,20,1,,,20.0,,
720575941449527477,DNge131,1,steering_control,1,20,1,20.0,,,,
720575941470584695,DNp53,1,steering_control,1,20,1,20.0,,,,
720575941549506932,DNb03,4,steering_control,1,20,1,,,20.0,,
720575941480954019,DNxn187,4,steering_control,1,20,2,,,20.0,,
720575941556195300,DNde001,4,steering_control,1,19,1,,,19.0,,
720575941461320644,DNpe054,1,steering_control,1,19,1,19.0,,,,
720575941537638627,DNa14,4,steering_control,1,19,1,,,19.0,,
720575941579616081,DNp16,5,steering_control,1,19,1,,,,19.0,
720575941650178289,DNg45,1,steering_control,1,18,1,18.0,,,,
720575941528320952,DNg88,4,steering_control,1,18,1,,,18.0,,
720575941555637331,DNxn131,4,steering_control,1,17,1,,,17.0,,
720575941652728049,DNg74,5,steering_control,1,17,1,,,,17.0,
720575941625993371,DNg06,2,power_control,1,17,1,,,,,17.0
720575941563866536,DNg08,4,steering_control,1,17,1,,,17.0,,
720575941596431749,DNut042,4,steering_control,1,17,1,,,17.0,,
720575941611136476,DNg89,4,steering_control,1,17,1,,,17.0,,
720575941590576424,DNge091,4,steering_control,1,16,1,,,16.0,,
720575941534881368,DNb08,5,steering_control,1,16,1,,,,16.0,
720575941430975329,DNut046,5,steering_control,1,16,1,,,,16.0,
720575941489083596,DNg02,5,steering_control,1,16,1,,,,16.0,
720575941394119830,DNp42,3,steering_control,1,16,1,,16.0,,,
720575941515922169,DNpe003,4,steering_control,1,15,1,,,15.0,,
720575941498998395,DNg02,5,steering_control,1,15,1,,,,15.0,
720575941588874892,DNht001,4,steering_control,1,15,1,,,15.0,,
720575941536231105,DNxn144,4,steering_control,1,15,1,,,15.0,,
720575941542898205,DNd04,4,steering_control,1,15,1,,,15.0,,
720575941569801586,DNpe042,5,steering_control,1,15,1,,,,15.0,
720575941596182129,DNp66,4,steering_control,1,15,1,,,15.0,,
720575941513942106,DNxn117,4,steering_control,1,15,1,,,15.0,,
720575941500700139,DNg01,1,steering_control,1,15,1,15.0,,,,
720575941631020192,DNnt010,4,steering_control,1,14,1,,,14.0,,
720575941436259602,DNut047,3,steering_control,1,14,1,,14.0,,,
720575941447838996,DNp72,1,steering_control,1,14,1,14.0,,,,
720575941436052768,DNut043,1,steering_control,1,14,1,14.0,,,,
720575941526954498,DNut051,5,steering_control,1,14,1,,,,14.0,
720575941477326900,DNg19,5,steering_control,1,14,1,,,,14.0,
720575941504679106,DNxl117,4,steering_control,1,14,1,,,14.0,,
720575941494960254,DNg79,4,steering_control,1,14,1,,,14.0,,
720575941559950863,DNg10,4,steering_control,1,14,1,,,14.0,,
720575941489036494,DNxn139,5,steering_control,1,14,1,,,,14.0,
720575941515548515,DNge046,1,steering_control,1,14,1,14.0,,,,
720575941564432786,DNxl080,4,steering_control,1,14,1,,,14.0,,
720575941574375272,DNg07,1,steering_control,1,14,1,14.0,,,,
720575941492684208,DNpe054,4,steering_control,1,14,1,,,14.0,,
720575941512837452,DNge091,5,steering_control,1,14,1,,,,14.0,
720575941526946050,DNxn173,5,steering_control,1,13,1,,,,13.0,
720575941606629485,720575941606629485,1,steering_control,1,13,1,13.0,,,,
720575941654376916,DNg106,4,steering_control,1,13,1,,,13.0,,
720575941477443358,DNp47,5,steering_control,1,13,1,,,,13.0,
720575941401766435,DNbe007,4,steering_control,1,13,1,,,13.0,,
720575941470084317,DNpe054,1,steering_control,1,13,1,13.0,,,,
720575941701672666,DNp72,1,steering_control,1,13,1,13.0,,,,
720575941439622111,DNit007,4,steering_control,1,13,1,,,13.0,,
720575941586653062,DNp37,5,steering_control,1,13,1,,,,13.0,
720575941558704164,DNp12,4,steering_control,1,12,1,,,12.0,,
720575941495377280,DNut042,1,steering_control,1,12,1,12.0,,,,
720575941467350237,DNg79,5,steering_control,1,12,1,,,,12.0,
720575941469775069,DNxn181,4,steering_control,1,12,1,,,12.0,,
720575941662695992,DNg65,4,steering_control,1,12,1,,,12.0,,
720575941560549491,DNg07,1,steering_control,1,12,1,12.0,,,,
720575941557943155,DNg37,4,steering_control,1,12,1,,,12.0,,
720575941441974479,DNg02,5,steering_control,1,12,1,,,,12.0,
720575941618655615,DNxl075,4,steering_control,1,12,1,,,12.0,,
720575941542610437,DNp23,4,steering_control,1,12,1,,,12.0,,
720575941480554370,DNg79,1,steering_control,1,12,1,12.0,,,,
720575941533578177,DNge085,5,steering_control,1,12,1,,,,12.0,
720575941546634428,DNp23,4,steering_control,1,12,1,,,12.0,,
720575941431097737,DNxl130,5,steering_control,1,12,1,,,,12.0,
720575941584708486,DNnt011,4,steering_control,1,12,1,,,12.0,,
720575941546667452,DNp60,3,steering_control,1,12,1,,12.0,,,
720575941547718461,DNxn106,1,steering_control,1,12,1,12.0,,,,
720575941513116762,DNg07,3,steering_control,1,12,1,,12.0,,,
720575941612039142,DNbe005,5,steering_control,1,12,1,,,,12.0,
720575941568946938,DNg18,5,steering_control,1,12,1,,,,12.0,
720575941539264242,DNd04,4,steering_control,1,11,1,,,11.0,,
720575941502262411,DNge007,4,steering_control,1,11,1,,,11.0,,
720575941415224348,DNg36,4,steering_control,1,11,1,,,11.0,,
720575941495998843,DNg41,5,steering_control,1,11,1,,,,11.0,
720575941493021104,DNut046,1,steering_control,1,11,1,11.0,,,,
720575941645372792,DNut046,4,steering_control,1,11,1,,,11.0,,
720575941436586784,720575941436586784,4,steering_control,1,11,1,,,11.0,,
720575941637800309,DNut046,1,steering_control,1,11,1,11.0,,,,
720575941440899023,DNg06,1,steering_control,1,11,1,11.0,,,,
720575941469757405,DNg106,5,steering_control,1,11,1,,,,11.0,
720575941524513892,DNxn109,5,steering_control,1,11,1,,,,11.0,
720575941596600709,DNge116,4,steering_control,1,11,1,,,11.0,,
720575941596748933,DNbe002,4,steering_control,1,11,1,,,11.0,,
720575941598325148,DNge094,5,steering_control,1,11,1,,,,11.0,
720575941466194454,DNp04,1,steering_control,1,11,1,11.0,,,,
720575941461875908,DNpe045,4,steering_control,1,11,1,,,11.0,,
720575941581721977,DNg21,5,steering_control,1,11,1,,,,11.0,
720575941559176942,DNb04,5,steering_control,1,11,1,,,,11.0,
720575941481381117,DNg45,1,steering_control,1,11,1,11.0,,,,
720575941459216287,DNfl027,4,steering_control,1,11,1,,,11.0,,
720575941574230523,DNg02,5,steering_control,1,11,1,,,,11.0,
720575941408535343,DNb08,5,steering_control,1,11,1,,,,11.0,
720575941535975873,DNg105,5,steering_control,1,11,1,,,,11.0,
720575941559874831,DNp04,1,steering_control,1,11,1,11.0,,,,
