in_group,muscle,numerator_synapses,denominator_input,input_fraction
IN06B040,iii4,4,12155,0.00032908268202385847
IN19B023,iii4,4,12155,0.00032908268202385847
IN06A077,iii4,4,12155,0.00032908268202385847
IN11A009,iii4,4,12155,0.00032908268202385847
IN03B059,iii4,4,12155,0.00032908268202385847
IN07B074,iii4,4,12155,0.00032908268202385847
IN16B089,iii4,4,12155,0.00032908268202385847
IN17A060,iii4,4,12155,0.00032908268202385847
IN19A015,iii4,4,12155,0.00032908268202385847
IN17A117,ps1,5,15287,0.000327075292732387
IN03B087,ps1,5,15287,0.000327075292732387
IN08B035,ps1,5,15287,0.000327075292732387
IN06B050,ps1,5,15287,0.000327075292732387
IN06A003,ps1,5,15287,0.000327075292732387
IN07B012,ps1,5,15287,0.000327075292732387
IN00A032,ps1,5,15287,0.000327075292732387
IN04B058,ps1,5,15287,0.000327075292732387
dMS2,ps1,5,15287,0.000327075292732387
IN03B024,DLM1,11,35422,0.0003105414714019536
IN13A012,b2,4,12969,0.00030842778934381986
INXXX076,b2,4,12969,0.00030842778934381986
IN07B102,b2,4,12969,0.00030842778934381986
IN03B057,b2,4,12969,0.00030842778934381986
IN19B043,b2,4,12969,0.00030842778934381986
IN02A047,b2,4,12969,0.00030842778934381986
IN17A061,b2,4,12969,0.00030842778934381986
IN07B079,b2,4,12969,0.00030842778934381986
IN19B072,DVM1A,3,10428,0.00028768699654775604
IN03B058,DVM1A,3,10428,0.00028768699654775604
IN19A032,DVM1A,3,10428,0.00028768699654775604
IN19B071,DVM1A,3,10428,0.00028768699654775604
IN17A075,DVM1A,3,10428,0.00028768699654775604
IN03B062,DVM1A,3,10428,0.00028768699654775604
IN17A097,DVM1A,3,10428,0.00028768699654775604
IN17A080,DVM1A,3,10428,0.00028768699654775604
IN00A056,DVM1A,3,10428,0.00028768699654775604
IN17A071,DVM1A,3,10428,0.00028768699654775604
IN02A007,DVM1A,3,10428,0.00028768699654775604
IN19B064,DVM1A,3,10428,0.00028768699654775604
IN07B098,DVM1A,3,10428,0.00028768699654775604
IN19A003,DVM1A,3,10428,0.00028768699654775604
IN12A006,DVM1A,3,10428,0.00028768699654775604
IN12A003,DVM1A,3,10428,0.00028768699654775604
INXXX467,DVM1A,3,10428,0.00028768699654775604
IN19B097,DVM1A,3,10428,0.00028768699654775604
IN19A019,DVM1A,3,10428,0.00028768699654775604
IN17A094,DVM1A,3,10428,0.00028768699654775604
IN17B001,DVM1A,3,10428,0.00028768699654775604
IN04B058,i1,3,10448,0.0002871362940275651
IN03B055,i1,3,10448,0.0002871362940275651
IN11A031,i1,3,10448,0.0002871362940275651
IN07B077,i1,3,10448,0.0002871362940275651
IN19B007,i1,3,10448,0.0002871362940275651
IN07B094,i1,3,10448,0.0002871362940275651
IN19B056,i1,3,10448,0.0002871362940275651
IN02A043,i1,3,10448,0.0002871362940275651
IN07B031,i1,3,10448,0.0002871362940275651
IN08B085,i1,3,10448,0.0002871362940275651
IN07B096,i1,3,10448,0.0002871362940275651
IN06B042,i1,3,10448,0.0002871362940275651
IN16B099,i1,3,10448,0.0002871362940275651
IN12A015,i1,3,10448,0.0002871362940275651
IN16B106,i1,3,10448,0.0002871362940275651
IN17A117,DLM1,10,35422,0.00028231042854723055
IN12A015,DLM1,10,35422,0.00028231042854723055
IN08B051,DLM1,10,35422,0.00028231042854723055
IN19B097,i2,4,14380,0.0002781641168289291
IN17A035,i2,4,14380,0.0002781641168289291
IN12A015,i2,4,14380,0.0002781641168289291
IN12A010,i2,4,14380,0.0002781641168289291
IN06B036,i2,4,14380,0.0002781641168289291
IN17A109,i2,4,14380,0.0002781641168289291
IN17A114,i2,4,14380,0.0002781641168289291
IN06B042,i2,4,14380,0.0002781641168289291
IN03B008,i2,4,14380,0.0002781641168289291
IN06A081,i2,4,14380,0.0002781641168289291
IN08B104,i2,4,14380,0.0002781641168289291
IN08B006,DLM5,3,10854,0.0002763957987838585
IN11A034,DLM5,3,10854,0.0002763957987838585
IN03B022,DLM5,3,10854,0.0002763957987838585
INXXX146,DLM5,3,10854,0.0002763957987838585
IN06B055,DLM5,3,10854,0.0002763957987838585
IN11A044,DLM5,3,10854,0.0002763957987838585
IN07B038,DLM5,3,10854,0.0002763957987838585
IN03B071,DLM5,3,10854,0.0002763957987838585
IN12A008,DLM5,3,10854,0.0002763957987838585
IN08B051,DLM5,3,10854,0.0002763957987838585
IN19B066,DLM5,3,10854,0.0002763957987838585
IN18B031,DLM5,3,10854,0.0002763957987838585
IN21A063,DLM5,3,10854,0.0002763957987838585
IN13A013,DLM5,3,10854,0.0002763957987838585
IN00A047,DLM5,3,10854,0.0002763957987838585
GFC3,DLM5,3,10854,0.0002763957987838585
IN17A035,DLM5,3,10854,0.0002763957987838585
IN17A097,DLM5,3,10854,0.0002763957987838585
IN19B071,DLM5,3,10854,0.0002763957987838585
INXXX029,DLM5,3,10854,0.0002763957987838585
IN06A047,DLM5,3,10854,0.0002763957987838585
IN04B006,DLM5,3,10854,0.0002763957987838585
IN12B014,hg4,3,11215,0.0002674988854213107
IN17A007,hg4,3,11215,0.0002674988854213107
IN19B034,hg4,3,11215,0.0002674988854213107
IN16B084,hg4,3,11215,0.0002674988854213107
dMS10,hg4,3,11215,0.0002674988854213107
IN07B081,hg4,3,11215,0.0002674988854213107
IN08A002,hg4,3,11215,0.0002674988854213107
IN02A042,hg4,3,11215,0.0002674988854213107
IN19B083,hg4,3,11215,0.0002674988854213107
IN13B067,hg4,3,11215,0.0002674988854213107
IN04B103,hg4,3,11215,0.0002674988854213107
IN18B032,hg4,3,11215,0.0002674988854213107
IN08B068,hg4,3,11215,0.0002674988854213107
IN13A034,hg4,3,11215,0.0002674988854213107
IN12A046,hg4,3,11215,0.0002674988854213107
IN06A090,hg4,3,11215,0.0002674988854213107
IN17A055,hg4,3,11215,0.0002674988854213107
IN11B019,hg4,3,11215,0.0002674988854213107
IN17A113,hg4,3,11215,0.0002674988854213107
IN09A002,ps1,4,15287,0.0002616602341859096
IN21A004,ps1,4,15287,0.0002616602341859096
IN09A006,ps1,4,15287,0.0002616602341859096
IN12A052,ps1,4,15287,0.0002616602341859096
IN17A088,ps1,4,15287,0.0002616602341859096
IN08A002,ps1,4,15287,0.0002616602341859096
IN17A102,ps1,4,15287,0.0002616602341859096
IN17A097,ps1,4,15287,0.0002616602341859096
IN06A020,ps1,4,15287,0.0002616602341859096
IN03B022,ps1,4,15287,0.0002616602341859096
IN12A044,ps1,4,15287,0.0002616602341859096
IN03B066,ps1,4,15287,0.0002616602341859096
IN17B001,ps1,4,15287,0.0002616602341859096
IN03B070,ps1,4,15287,0.0002616602341859096
IN17A119,ps1,4,15287,0.0002616602341859096
IN03B066,hg1,3,11512,0.00026059763724808893
IN03B008,hg1,3,11512,0.00026059763724808893
INXXX121,hg1,3,11512,0.00026059763724808893
IN12A036,hg1,3,11512,0.00026059763724808893
IN17B004,hg1,3,11512,0.00026059763724808893
IN16B046,hg1,3,11512,0.00026059763724808893
IN16B092,hg1,3,11512,0.00026059763724808893
IN17A034,hg1,3,11512,0.00026059763724808893
IN06A079,hg1,3,11512,0.00026059763724808893
IN06A127,hg1,3,11512,0.00026059763724808893
IN06B030,hg1,3,11512,0.00026059763724808893
IN06B038,hg1,3,11512,0.00026059763724808893
IN19B082,hg1,3,11512,0.00026059763724808893
IN19B097,hg1,3,11512,0.00026059763724808893
IN06B059,hg1,3,11512,0.00026059763724808893
IN17A108,hg1,3,11512,0.00026059763724808893
IN19A026,hg1,3,11512,0.00026059763724808893
IN08B006,hg1,3,11512,0.00026059763724808893
IN06B080,hg1,3,11512,0.00026059763724808893
IN19B094,DLM1,9,35422,0.0002540793856925075
IN06A024,DLM1,9,35422,0.0002540793856925075
IN18B032,DLM1,9,35422,0.0002540793856925075
IN07B099,iii4,3,12155,0.00024681201151789385
IN03A003,iii4,3,12155,0.00024681201151789385
IN04B046,iii4,3,12155,0.00024681201151789385
IN06B043,iii4,3,12155,0.00024681201151789385
IN12A008,iii4,3,12155,0.00024681201151789385
INFST153,iii4,3,12155,0.00024681201151789385
IN11A030,iii4,3,12155,0.00024681201151789385
IN06B063,iii4,3,12155,0.00024681201151789385
IN03B066,iii4,3,12155,0.00024681201151789385
IN12A018,iii4,3,12155,0.00024681201151789385
IN03A057,iii4,3,12155,0.00024681201151789385
IN06A133,iii4,3,12155,0.00024681201151789385
IN03B073,iii4,3,12155,0.00024681201151789385
IN06B030,iii4,3,12155,0.00024681201151789385
IN20A.22A009,iii4,3,12155,0.00024681201151789385
IN17A105,iii4,3,12155,0.00024681201151789385
IN03B046,iii4,3,12155,0.00024681201151789385
IN16B107,iii4,3,12155,0.00024681201151789385
IN07B075,iii4,3,12155,0.00024681201151789385
IN13A013,iii4,3,12155,0.00024681201151789385
IN06A037,iii4,3,12155,0.00024681201151789385
IN07B094,iii4,3,12155,0.00024681201151789385
IN13A036,iii4,3,12155,0.00024681201151789385
IN06A075,iii4,3,12155,0.00024681201151789385
IN11A015,b2,3,12969,0.0002313208420078649
IN17A032,b2,3,12969,0.0002313208420078649
IN11A034,b2,3,12969,0.0002313208420078649
IN17A067,b2,3,12969,0.0002313208420078649
IN03A003,b2,3,12969,0.0002313208420078649
IN01A024,b2,3,12969,0.0002313208420078649
IN03B052,b2,3,12969,0.0002313208420078649
IN17A113,b2,3,12969,0.0002313208420078649
IN02A007,b2,3,12969,0.0002313208420078649
IN06A103,b2,3,12969,0.0002313208420078649
IN06B055,b2,3,12969,0.0002313208420078649
IN03B069,b2,3,12969,0.0002313208420078649
IN19B095,b2,3,12969,0.0002313208420078649
IN17A103,b2,3,12969,0.0002313208420078649
IN06A071,b2,3,12969,0.0002313208420078649
IN12A018,b2,3,12969,0.0002313208420078649
IN06A081,b2,3,12969,0.0002313208420078649
IN06B087,DLM1,8,35422,0.00022584834283778443
IN17A098,i2,3,14380,0.0002086230876216968
IN11B012,i2,3,14380,0.0002086230876216968
IN06B071,i2,3,14380,0.0002086230876216968
IN03B058,i2,3,14380,0.0002086230876216968
IN19B056,i2,3,14380,0.0002086230876216968
IN19B070,i2,3,14380,0.0002086230876216968
IN19A017,i2,3,14380,0.0002086230876216968
IN17A107,i2,3,14380,0.0002086230876216968
INFST153,i2,3,14380,0.0002086230876216968
IN06A008,i2,3,14380,0.0002086230876216968
IN06A086,i2,3,14380,0.0002086230876216968
AN07B076,i2,3,14380,0.0002086230876216968
IN13B008,i2,3,14380,0.0002086230876216968
IN16B065,i2,3,14380,0.0002086230876216968
IN06B030,i2,3,14380,0.0002086230876216968
IN06A002,i2,3,14380,0.0002086230876216968
IN11A031,i2,3,14380,0.0002086230876216968
IN10B023,i2,3,14380,0.0002086230876216968
IN19B034,DLM1,7,35422,0.00019761729998306137
IN19A019,DLM1,7,35422,0.00019761729998306137
IN03B052,DLM1,7,35422,0.00019761729998306137
IN17A080,DLM1,7,35422,0.00019761729998306137
GFC3,DLM1,7,35422,0.00019761729998306137
AN18B020,DLM1,7,35422,0.00019761729998306137
IN11A040,DLM1,7,35422,0.00019761729998306137
IN27X014,DLM1,7,35422,0.00019761729998306137
INXXX029,DLM1,7,35422,0.00019761729998306137
IN19A015,ps1,3,15287,0.0001962451756394322
IN06B059,ps1,3,15287,0.0001962451756394322
IN02A035,ps1,3,15287,0.0001962451756394322
IN17B004,ps1,3,15287,0.0001962451756394322
IN17A103,ps1,3,15287,0.0001962451756394322
IN19A142,ps1,3,15287,0.0001962451756394322
IN11B023,ps1,3,15287,0.0001962451756394322
IN16B093,ps1,3,15287,0.0001962451756394322
IN19B007,ps1,3,15287,0.0001962451756394322
IN11A001,ps1,3,15287,0.0001962451756394322
IN16B018,ps1,3,15287,0.0001962451756394322
GFC2,ps1,3,15287,0.0001962451756394322
IN19B103,ps1,3,15287,0.0001962451756394322
IN18B038,ps1,3,15287,0.0001962451756394322
IN16B066,ps1,3,15287,0.0001962451756394322
IN17A116,ps1,3,15287,0.0001962451756394322
dMS10,ps1,3,15287,0.0001962451756394322
IN19B033,ps1,3,15287,0.0001962451756394322
IN11B004,ps1,3,15287,0.0001962451756394322
IN06A054,ps1,3,15287,0.0001962451756394322
IN06A048,ps1,3,15287,0.0001962451756394322
INFST117,ps1,3,15287,0.0001962451756394322
IN16B063,ps1,3,15287,0.0001962451756394322
IN12A059,ps1,3,15287,0.0001962451756394322
IN17A081,ps1,3,15287,0.0001962451756394322
GFC4,DLM1,6,35422,0.0001693862571283383
IN17A108,DLM1,6,35422,0.0001693862571283383
IN17A111,DLM1,6,35422,0.0001693862571283383
IN00A043,DLM1,6,35422,0.0001693862571283383
IN19B055,DLM1,6,35422,0.0001693862571283383
IN11B022,DLM1,6,35422,0.0001693862571283383
IN11B009,DLM1,4,35422,0.00011292417141889222
IN19A010,DLM1,4,35422,0.00011292417141889222
IN17A029,DLM1,4,35422,0.00011292417141889222
IN11A044,DLM1,4,35422,0.00011292417141889222
IN19A142,DLM1,4,35422,0.00011292417141889222
dMS2,DLM1,4,35422,0.00011292417141889222
IN17A084,DLM1,4,35422,0.00011292417141889222
IN12A063,DLM1,3,35422,8.469312856416915e-05
IN07B066,DLM1,3,35422,8.469312856416915e-05
INXXX204,DLM1,3,35422,8.469312856416915e-05
vMS12,DLM1,3,35422,8.469312856416915e-05
IN03B058,DLM1,3,35422,8.469312856416915e-05
IN02A048,DLM1,3,35422,8.469312856416915e-05
IN03B037,DLM1,3,35422,8.469312856416915e-05
IN03B055,DLM1,3,35422,8.469312856416915e-05
IN17A113,DLM1,3,35422,8.469312856416915e-05
IN10B006,DLM1,3,35422,8.469312856416915e-05
IN17A035,DLM1,3,35422,8.469312856416915e-05
IN06B035,DLM1,3,35422,8.469312856416915e-05
IN17A075,DLM1,3,35422,8.469312856416915e-05
IN06A058,DLM1,3,35422,8.469312856416915e-05
IN03B022,DLM1,3,35422,8.469312856416915e-05
dMS5,DLM1,3,35422,8.469312856416915e-05
IN11A043,DLM1,3,35422,8.469312856416915e-05
IN03A009,DLM1,3,35422,8.469312856416915e-05
IN19B077,DLM1,3,35422,8.469312856416915e-05
