source,dn_name,dn_specialization,n_priority_ins,total_synapses,norm_synapses,norm_ins,composite_rank_score
720575941510642192,DNa10,steering_control,2,94,0.3868312757201646,0.4,0.3933605347363483
720575941733034283,DNp19,steering_control,3,60,0.24691358024691357,0.6,0.3849001794597505
720575941414424977,DNp57,steering_control,3,55,0.22633744855967078,0.6,0.3685138655950444
720575941600878377,DNa05,steering_control,3,54,0.2222222222222222,0.6,0.3651483716701107
720575941438773548,DNae003,steering_control,3,52,0.2139917695473251,0.6,0.3583225665910466
720575941568870770,DNa10,steering_control,2,76,0.31275720164609055,0.4,0.3536988558907651
720575941472160011,DNp73,steering_control,2,75,0.30864197530864196,0.4,0.35136418446315326
720575941560503155,DNp73,steering_control,2,75,0.30864197530864196,0.4,0.35136418446315326
720575941514461772,DNp11,power_control,2,74,0.3045267489711934,0.4,0.3490138959819184
720575941596602048,DNxn118,steering_control,2,73,0.3004115226337449,0.4,0.3466476727940027
720575941534222770,DNp15,steering_control,2,73,0.3004115226337449,0.4,0.3466476727940027
720575941573616891,DNp59,steering_control,2,71,0.29218106995884774,0.4,0.3418660965693134
720575941572671995,DNp59,steering_control,3,45,0.18518518518518517,0.6,0.3333333333333333
720575941414341521,DNxn102,steering_control,2,63,0.25925925925925924,0.4,0.3220305943597653
720575941618895231,DNb01,steering_control,2,56,0.23045267489711935,0.4,0.30361335602843254
720575941629872422,DNut037,steering_control,2,51,0.20987654320987653,0.4,0.2897423291201177
720575941656710736,DNge091,steering_control,2,51,0.20987654320987653,0.4,0.2897423291201177
720575941515619427,DNpe055,power_control,2,50,0.205761316872428,0.4,0.2868876552746235
720575941438690834,DNp51,steering_control,2,50,0.205761316872428,0.4,0.2868876552746235
720575941562059176,DNg82,steering_control,2,45,0.18518518518518517,0.4,0.2721655269759087
720575941551948543,DNp63,steering_control,2,43,0.17695473251028807,0.4,0.2660486666084144
720575941504921906,DNp47,steering_control,2,42,0.1728395061728395,0.4,0.2629368792488718
720575941433654048,DNge175,steering_control,2,41,0.16872427983539096,0.4,0.2597878209888916
720575941651815445,DNge084,steering_control,1,80,0.3292181069958848,0.2,0.2566001196398337
720575941548169608,DNp51,steering_control,2,35,0.1440329218106996,0.4,0.2400274332743652
720575941553786503,aSP22,steering_control,2,35,0.1440329218106996,0.4,0.2400274332743652
720575941507073303,DNp02,steering_control,2,35,0.1440329218106996,0.4,0.2400274332743652
720575941508492417,DNg71,steering_control,2,34,0.13991769547325103,0.4,0.23657362107661203
720575941514949881,DNnt017,steering_control,1,67,0.2757201646090535,0.2,0.23482766643181274
720575941503507435,DNp02,power_control,2,32,0.13168724279835392,0.4,0.2295101242196988
720575941611791590,DNp06,steering_control,2,32,0.13168724279835392,0.4,0.2295101242196988
720575941481103523,DNxn136,steering_control,2,30,0.12345679012345678,0.4,0.2222222222222222
720575941662506040,DNg27,steering_control,2,29,0.11934156378600823,0.4,0.21848712894448336
720575941657879576,DNp06,steering_control,2,29,0.11934156378600823,0.4,0.21848712894448336
720575941539226866,DNp63,steering_control,2,27,0.1111111111111111,0.4,0.21081851067789195
720575941536301288,DNb02,steering_control,2,25,0.102880658436214,0.4,0.20286020648339487
720575941521340087,DNp51,steering_control,2,23,0.09465020576131687,0.4,0.19457667461575848
720575941598950556,DNg27,steering_control,2,23,0.09465020576131687,0.4,0.19457667461575848
720575941618366079,DNp31,steering_control,2,23,0.09465020576131687,0.4,0.19457667461575848
720575941593505387,DNnt017,steering_control,1,46,0.18930041152263374,0.2,0.19457667461575848
720575941400285475,DNnt020,steering_control,1,45,0.18518518518518517,0.2,0.19245008972987526
720575941506310821,DNge016,steering_control,1,44,0.18106995884773663,0.2,0.19029974190615007
720575941435430542,DNg42,steering_control,1,44,0.18106995884773663,0.2,0.19029974190615007
720575941493998464,DNnt010,steering_control,1,43,0.17695473251028807,0.2,0.18812481628444883
720575941572669342,DNb06,steering_control,1,40,0.1646090534979424,0.2,0.18144368465060579
720575941430250377,DNg91,steering_control,1,40,0.1646090534979424,0.2,0.18144368465060579
720575941652085745,DNxn143,steering_control,1,39,0.16049382716049382,0.2,0.17916128329552333
720575941691021720,DNg89,steering_control,1,39,0.16049382716049382,0.2,0.17916128329552333
720575941609235302,DNge090,steering_control,1,37,0.1522633744855967,0.2,0.1745069479909592
720575941681678525,DNge093,steering_control,1,37,0.1522633744855967,0.2,0.1745069479909592
720575941609747430,DNge014,steering_control,1,35,0.1440329218106996,0.2,0.1697250257391052
720575941612286428,DNut048,steering_control,1,34,0.13991769547325103,0.2,0.16728281171312911
720575941668513011,DNp11,power_control,1,33,0.13580246913580246,0.2,0.16480441082434807
720575941430069641,DNp17,steering_control,1,31,0.12757201646090535,0.2,0.1597322863173913
720575941477013825,DNg04,steering_control,1,31,0.12757201646090535,0.2,0.1597322863173913
720575941536778389,DNg01,steering_control,1,29,0.11934156378600823,0.2,0.15449373047862378
720575941562404008,DNge088,steering_control,1,28,0.11522633744855967,0.2,0.15180667801421627
720575941438445330,DNpe032,steering_control,1,27,0.1111111111111111,0.2,0.14907119849998599
720575941455714541,DNb02,steering_control,1,27,0.1111111111111111,0.2,0.14907119849998599
720575941483554189,DNut050,steering_control,1,26,0.10699588477366255,0.2,0.14628457524541852
720575941535862506,DNa01,steering_control,1,26,0.10699588477366255,0.2,0.14628457524541852
720575941631642860,DNut037,steering_control,1,26,0.10699588477366255,0.2,0.14628457524541852
720575941536003314,DNg10,steering_control,1,26,0.10699588477366255,0.2,0.14628457524541852
720575941551414170,DNg07,steering_control,1,24,0.09876543209876543,0.2,0.1405456737852613
720575941491761895,DNp10,steering_control,1,24,0.09876543209876543,0.2,0.1405456737852613
720575941482535366,DNg01,steering_control,1,23,0.09465020576131687,0.2,0.1375864860815312
720575941601731769,DNxn118,steering_control,1,23,0.09465020576131687,0.2,0.1375864860815312
720575941411472555,DNb09,steering_control,1,22,0.09053497942386832,0.2,0.13456223795988853
720575941598693824,DNp17,steering_control,1,22,0.09053497942386832,0.2,0.13456223795988853
720575941513772179,DNxn117,steering_control,1,21,0.08641975308641975,0.2,0.1314684396244359
720575941486587714,DNp17,steering_control,1,21,0.08641975308641975,0.2,0.1314684396244359
720575941537703144,DNg04,steering_control,1,21,0.08641975308641975,0.2,0.1314684396244359
720575941526723609,DNnt012,steering_control,1,21,0.08641975308641975,0.2,0.1314684396244359
720575941460902157,DNg07,steering_control,1,20,0.0823045267489712,0.2,0.12830005981991685
720575941632059372,DNge006,steering_control,1,20,0.0823045267489712,0.2,0.12830005981991685
720575941535258802,DNxn155,steering_control,1,20,0.0823045267489712,0.2,0.12830005981991685
720575941505673566,DNg82,steering_control,1,19,0.07818930041152264,0.2,0.1250514297491417
720575941467587606,DNxn175,steering_control,1,19,0.07818930041152264,0.2,0.1250514297491417
720575941558607396,DNp03,steering_control,1,18,0.07407407407407407,0.2,0.12171612389003691
720575941515917667,DNg07,steering_control,1,18,0.07407407407407407,0.2,0.12171612389003691
720575941562981522,DNxn114,steering_control,1,18,0.07407407407407407,0.2,0.12171612389003691
720575941629726246,DNp07,steering_control,1,17,0.06995884773662552,0.2,0.11828681053830602
720575941626967865,DNge091,steering_control,1,16,0.06584362139917696,0.2,0.1147550621098494
720575941459103391,DNg79,steering_control,1,16,0.06584362139917696,0.2,0.1147550621098494
720575941624831228,DNg17,steering_control,1,16,0.06584362139917696,0.2,0.1147550621098494
720575941536231105,DNxn144,steering_control,1,15,0.06172839506172839,0.2,0.1111111111111111
720575941539809997,DNp03,steering_control,1,15,0.06172839506172839,0.2,0.1111111111111111
720575941500700139,DNg01,steering_control,1,15,0.06172839506172839,0.2,0.1111111111111111
720575941580369489,DNg08,steering_control,1,15,0.06172839506172839,0.2,0.1111111111111111
720575941504328791,DNpe005,steering_control,1,15,0.06172839506172839,0.2,0.1111111111111111
720575941512837452,DNge091,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941436052768,DNut043,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941436259602,DNut047,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941545312005,DNp22,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941447838996,DNp72,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941574375272,DNg07,steering_control,1,14,0.05761316872427984,0.2,0.1073435314532551
720575941508375390,DNpe005,steering_control,1,13,0.053497942386831275,0.2,0.1034388151390292
720575941411212715,DNg32,steering_control,1,13,0.053497942386831275,0.2,0.1034388151390292
720575941526946050,DNxn173,steering_control,1,13,0.053497942386831275,0.2,0.1034388151390292
720575941510475536,DNa02,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941408661934,DNxn155,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941533578177,DNge085,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941412619631,DNxn153,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941537583336,DNp54,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941495377280,DNut042,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941547718461,DNxn106,steering_control,1,12,0.04938271604938271,0.2,0.09938079899999065
720575941598325148,DNge094,steering_control,1,11,0.04526748971193416,0.2,0.09514987095307503
720575941492697264,DNp28,steering_control,1,11,0.04526748971193416,0.2,0.09514987095307503
720575941563391383,DNg82,steering_control,1,11,0.04526748971193416,0.2,0.09514987095307503
720575941524513892,DNxn109,steering_control,1,11,0.04526748971193416,0.2,0.09514987095307503
720575941732586539,DNg05,steering_control,1,11,0.04526748971193416,0.2,0.09514987095307503
720575941540215501,DNp01,power_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941564410112,DNg05,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941574671517,DNpe011,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941624816124,DNg08,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941547452084,DNp49,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941470254400,DNa08,power_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941441633883,DNge049,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
720575941487659984,DNut058,steering_control,1,10,0.0411522633744856,0.2,0.09072184232530289
