dn_id,dn_name
720575941505767970,DNg20
720575941399380515,DNg12
720575941402468899,DNp17
720575941630081574,DNp17
720575941594497575,DNut046
720575941595615783,DNg106
720575941732549163,DNg59
720575941567199790,DNg64
720575941503529522,DNg10
720575941453869619,DNg18
720575941454975539,DNp16
720575941490799157,DNp58
720575941588955703,DNge117
720575941659595320,DNg10
720575941628262969,DNge096
720575941473970747,DNge116
720575941439633983,DNp65
720575941472178752,DNp70
720575941452016199,DNxn144
720575941611457098,DNg53
720575941514111564,DNg72
720575941512600140,DNxn106
720575941657989712,DNge003
720575941555710547,DNp56
720575941427901012,DNfl020
720575941466964566,DNg64
720575941465737814,DNg12
720575941503767127,DNg37
720575941535332952,DNpe008
720575941474312800,DNge094
720575941515969123,DNg60
720575941545120361,DNg12
720575941478705770,DNxn168
720575941546513001,DNp70
720575941626745452,oviDN
720575941570128498,DNa01
720575941559394931,DNg08
720575941549156980,DNg02
720575941688250998,DNg47
720575941662495356,DNg07
720575941539816061,DNxn153
720575941493947006,DNg46
720575941506628225,DNge095
720575941529139844,DNxn153
720575941553670791,DNa13
720575941626282634,DNxl072
720575941626530442,DNxn134
720575941486680717,DNp32
720575941390623382,DNp20
720575941632002720,DNg02
720575941632799392,DNnt011
720575941480759971,DNxn179
720575941668465319,DNge111
720575941517695660,DNxn144
720575941535705778,DNp17
720575941547317940,DNge032
720575941576254134,DNxl078
720575941529711288,DNge004
720575941680648893,DNge019
720575941441243839,DNxn179
720575941598907072,DNa13
720575941504459458,DNxl063
720575941496208071,DNge058
720575941531488971,DNxl095
720575941489195724,DNnt008
720575941461347027,DNg68
720575941461494483,DNp64
720575941594858198,DNg109
720575941688644315,DNge085
720575941538255587,DNg110
720575941491649255,oviDN
720575941535097578,DNge012
720575941534800618,DNge071
720575941688560367,DNpe034
720575941649976049,DNge019
720575941573266171,DNge054
720575941552163583,DNpe022
720575941526946562,DNa11
720575941515746051,DNge044
720575941574724361,DNg23
720575941533567754,DNge071
720575941574040329,DNit012
720575941556990735,DNfl032
720575941653816081,pIP9
720575941652579093,DNge149
720575941651139349,DNg92
720575941506196247,DNp20
720575941504258839,DNge025
720575941652036373,DNp62
720575941659400984,DNg08
720575941415707420,DNg24
720575941543093021,DNxl073
720575941540535069,DNg12
720575941399042851,DNfl025
720575941591761704,DNg02
720575941591804712,DNxn109
720575941733215019,DNpe013
720575941559022381,DNge095
720575941561430829,oviDN
720575941408170799,DNxn165
720575941477053233,DNg103
720575941505033010,DNp52
720575941477145393,DNxl113
720575941477298996,DNge144
720575941489812277,DNp52
720575941491065653,MDN
720575941566565174,CB0191
720575941661233976,DNpe011
720575941475572539,DNit004
720575941506736956,DNp29
720575941548641085,DNfl020
720575941551774526,DNit013
720575941468787520,DNge061
720575941470933824,DNxn127
720575941476981569,DNit007
720575941589353284,DNge085
720575941459415878,pIP9
720575941573370696,DNg12
720575941573657416,DNp62
720575941524478795,DNit003
720575941514064716,DNd05
720575941526676301,DNut047
720575941481337679,DNg77
720575941440379733,DNp66
720575941535167320,DNxn073
720575941577519961,DNit003
720575941515238234,DNg07
720575941515944803,DNge048
720575941526696804,DNut054
720575941513419619,DNge118
720575941612401510,CB0191
720575941516229475,DNp34
720575941575725928,DNxn129
720575941607119725,DNge059
720575941412623215,DNg12
720575941404711792,DNpe016
720575941596218225,DNg09
720575941558807411,DNfl015
720575941470575479,DNut046
720575941581648761,DNg54
720575941450728314,DNxl104
720575941663497084,DNa11
720575941663701884,DNg61
720575941530606467,DNg06
720575941586221958,DNp41
720575941554172807,DNp44
720575941548655496,DNxl132
720575941548170120,DNxl094
720575941502004107,DNpe003
720575941591151500,DNg02
720575941564275602,DNp32
720575941515840403,DNge145
720575941414491028,DNge102
720575941390308246,DNut054
720575941690964888,DNxn119
720575941691308952,DNg34
720575941642906529,DNxl021
720575941480942499,DNnt013
720575941557838756,DNg86
720575941524958118,DNut042
720575941671658407,DNxn134
720575941563169704,DNg13
720575941452264361,DNnt011
720575941408568238,DNb08
720575941521454003,oviDN
720575941449384885,DNge150
720575941603744697,DNxl108
720575941483701178,DNp67
720575941480704954,DNg07
720575941633602501,DNp25
720575941569909106,DNg84
720575941496695751,DNg22
720575941495266247,DNxl104
720575941487186896,DNge112
720575941513808849,DNge038
720575941511281618,DNg96
720575941616284629,DNp17
720575941519246296,DNge080
720575941519274968,DNp17
720575941519866840,DNg76
720575941690788827,DNxl091
720575941703384026,DNpe001
720575941469678557,DNg09
720575941439577055,DNxl114
720575941479543776,DNxl124
720575941439740895,DNg11
720575941531974629,DNg36
720575941608733673,DNut042
720575941535724522,DNge056
720575941501608939,DNfl044
720575941631060972,DNg65
720575941456665581,DNg12
720575941569424372,DNht001
720575941516237817,DNd02
720575941567187962,DNg92
720575941624257532,DNp41
720575941624437756,DNxn174
720575941555196929,DNfl012
720575941555393537,DNa13
720575941486574598,DNg02
720575941573385224,DNge114
720575941688806412,DNxn145
720575941508471824,DNg81
720575941438655506,DNfl042
720575941614906387,MDN
720575941446894612,DNnt008
720575941507062807,DNg19
720575941536580634,DNge129
720575941533506586,DNg106
720575941551193115,DNg10
720575941434874912,DN_720575941434
720575941595520039,DNpe041
720575941590551592,DNg107
720575941474608170,DNpe029
720575941474665514,DNg106
720575941562217517,DNp24
720575941568199726,DNg12
720575941352057904,DNpe054
720575941350890544,DNge110
720575941503769650,DNg52
720575941477006388,DNxn104
720575941589986359,DNge128
720575941662983224,DNpe054
720575941628167225,DNg03
720575941662645304,DNd03
720575941472597051,DNg12
720575941552768062,DNxn172
720575941514787907,DNge068
720575941507249221,DNg109
720575941499200585,DNg95
720575941611082826,DNg03
720575941524210763,DNg47
720575941513032780,DNit003
720575941524167755,oviDN
720575941523790925,DNg106
720575941480105039,DNnt013
720575941644268626,DNg67
720575941437971541,DNg01
720575941507894366,DNg69
720575941474126944,DNp34
720575941473825888,DNge020
720575941526772836,DNg37
720575941566487655,DNge074
720575941478429802,DNg70
720575941569320050,DNpe054
720575941550148724,DNg31
720575941471147127,DNxl066
720575941451023482,DNfl014
720575941498434683,DNge094
720575941495055486,DNpe001
720575941508500609,DNxl087
720575941529494660,DNc01
720575941586099334,DNfl030
720575941553550471,DNxn109
720575941502715019,DNg24
720575941574878351,DNnt019
720575941575744655,DNxn140
720575941536326805,DNnt008
720575941565508759,DNxl128
720575941615336601,DNge060
720575941598469276,DNg68
720575941574933661,DNde005
720575941456506015,DNg23
720575941481045155,DNp16
720575941453538473,DNxl113
720575941407788206,DNge029
720575941490535600,DNg53
720575941666925745,DNg12
720575941518945459,DNge071
720575941546970292,DNp16
720575941520735411,DNge098
720575941575484598,DNge071
720575941529824440,oviDN
720575941603720377,DNp52
720575941603785913,DNxn148
720575941681384637,DNg92
720575941439919295,DNg12
720575941599034560,DNde005
720575941536048321,DNg62
720575941480901827,DNge085
720575941482970310,DNge139
720575941644756168,DNg30
720575941489274057,DNge046
720575941491012809,MDN
720575941490590924,DNxn154
720575941540291789,DNxl110
720575941491055820,DNp17
720575941460757715,DNxn112
720575941652493524,DNfl028
720575941655117012,DNg11
720575941703187674,DNg87
720575941690766555,DNxl084
720575941470004445,DNge027
720575941531735269,DNg72
720575941491807463,DNp56
720575941538221288,DNg26
720575941537766632,DNd05
720575941500839147,DNit005
720575941456180461,DNg63
720575941559946478,DNpe008
720575941459023088,DNpe025
720575941539407090,DNpe011
720575941578384629,DNxl121
720575941431469304,DNp46
720575941568894202,DNxn134
720575941572941051,DNge094
720575941554228481,DNnt013
720575941555461377,DNfl024
720575941391756548,DNfl028
720575941572392201,DNnt013
720575941560597775,DNg110
720575941510651152,DNge138
720575941653640465,DNxl086
720575941438465298,DNb04
720575941651866901,DNut054
720575941507065111,DNxn109
720575941549022497,DNpe054
720575941401814307,DNxl049
720575941601297705,DNxl096
720575941473793322,DNg02
720575941475341610,DNpe012
720575941436095788,DNut058
720575941559104813,DNg02
720575941490558261,DNit013
720575941566170422,DNp14
720575941566364982,DNge122
720575941662395704,DNd02
720575941662407992,DNg29
720575941439620415,DNxl088
720575941469521216,DNg03
720575941515074883,DNp39
720575941589304644,DNxl119
720575941505983813,DNg07
720575941506164037,DNg46
720575941507243333,DNge061
720575941499708745,MDN
720575941523236171,DNg36
720575941555504467,DNge127
720575941555742035,DNxn132
720575941438049621,DNnt008
720575941427934548,DNpe020
720575941501635927,DNg02
720575941534911832,DNge139
720575941515922778,DNxn183
720575941474256224,DNpe008
720575941432046945,DNxl125
720575941526723940,DNp65
720575941545432425,DNb08
720575941606542701,DNg07
720575941519453550,DNxn168
720575941411620207,DNg33
720575941607634285,oviDN
720575941547763060,DNfl037
720575941471454583,DNg38
720575941470236023,DNpe041
720575941471139191,DNpe028
720575941581870457,DNxn130
720575941645213048,DNit012
720575941480996226,DNpe008
720575941583758726,DNg01
720575941548066184,DNge073
720575941591285132,DNxl118
720575941433116046,DNg03
720575941513674131,DNfl037
720575941539325333,DNfl040
720575941564186007,DNg52
720575941691311512,DNg31
720575941554701722,DNfl040
720575941496731042,DNg72
720575941671947687,DNge116
720575941668914609,DNxn116
720575941518509495,DNxl131
720575941529830840,DNfl024
720575941603720633,DNg20
720575941604343225,DNg08
720575941546194364,DNge145
720575941462261188,DNg35
720575941496696263,DNp58
720575941645239752,DNge085
720575941491287497,DNpe048
720575941645731272,DNge071
720575941538209229,DNg10
720575941539552717,DNxn115
720575941432255959,DNxl070
720575941517006296,DNg03
720575941652319705,DNge019
720575941439567327,DNfl024
720575941438848479,DNpe054
720575941630522850,DNg64
720575941537912291,DNpe012
720575941628231138,DNg52
720575941529744869,DNg106
720575941630049762,DNut054
720575941556379108,DNxl129
720575941665097203,DNxn073
720575941570031092,DNge099
720575941579793909,DNge010
720575941579841013,DNp16
720575941513981433,DNg26
720575941514456569,DNfl032
720575941574731272,DNp46
720575941575419401,DNxl088
720575941574790664,DNg62
720575941468982795,DNg106
720575941470533131,DNg96
720575941438500370,DNxn145
720575941614190099,DNpe008
720575941507079703,DNxl100
720575941507751447,DNxn146
720575941658066456,DNge138
720575941400290851,DNg49
720575941628349990,DNxn139
720575941593409064,DNpe054
720575941438469676,DNxl125
720575941352918576,DNg70
720575941454913075,DNge083
720575941587856951,DNg02
720575941663102520,DNg34
720575941721640506,DNg46
720575941550401086,DNfl024
720575941439454783,DNit003
720575941476367937,DNg12
720575941486437954,DNg108
720575941486612034,DNa03
720575941586425412,DNg12
720575941505988165,DNge151
720575941588409924,DNp17
720575941507243589,DNbe002
720575941573658184,DNg30
720575941499166281,DNxl021
720575941512496716,DNxl094
720575941450587726,DNp55
720575941578679897,DNxn130
720575941579208281,DNc02
720575941542514268,DNg43
720575941448922717,DNg11
720575941507409502,DNge116
720575941565392482,DNfl021
720575941575525992,DNfl041
720575941607564909,DNge100
720575941516480110,DNit005
720575941519464046,DNg97
720575941404874352,DNfl021
720575941471266423,DNge062
720575941452211834,DNxn143
720575941538336381,DNg60
720575941540269693,oviDN
720575941506229889,DNge089
720575941507724929,DNxn109
720575941533398659,DNxn105
720575941477736066,DNg92
720575941595534981,DNfl019
720575941586273926,DNnt012
720575941480513154,DNg106
720575941430513289,DNg36
720575941625794186,DNae008
720575941428164233,DNfl021
720575941626222218,DNp16
720575941626500746,DNg100
720575941414899345,DNc02
720575941516764819,DNg02
720575941539243669,DNnt016
720575941390722710,DNge025
720575941615259289,DNfl019
720575941626193563,DNxn110
720575941626007195,DNxn109
720575941574979229,DNge142
720575941631315616,DNxl093
720575941642868385,DNg12
720575941480797859,DNad004
720575941505242789,DNg52
720575941518261932,DNg12
720575941612340909,DNnt011
720575941521256115,DNxn181
720575941521282739,DNg49
720575941521274551,DNg35
720575941529212600,DNge031
720575941528092344,DNg36
720575941484195514,DNp24
720575941633779387,DNp09
720575941632652987,DNxl107
720575941604982462,DNit003
720575941536140993,DNxn181
720575941504687810,DNxn113
720575941632978629,DNg02
720575941490679497,DNge145
720575941540462285,DNxl067
720575941592628950,DNge071
720575941519611608,DNxl086
720575941613532892,DNxn178
720575941466965725,DNge024
720575941586609886,DNg63
720575941439786719,DNxl101
720575941583462110,DNge154
720575941498984161,DNxl114
720575941556870884,DNg110
720575941530080997,DNxn111
720575941531334373,DNxn108
720575941492328167,DNxl014
720575941503131371,DNut046
720575941454124781,DNg12
720575941456504560,DNg03
720575941539028722,DNxl099
720575941569105658,DNge039
720575941574158075,DNg66
720575941624536828,SA_DMT_DMetaN_6
720575941482407677,DNnt008
720575941589853950,DNg26
720575941552002815,DNg57
720575941564649216,DNit012
720575941515872003,DNp56
720575941542733573,DNfl021
720575941545418501,DNg67
720575941563064071,DNg12
720575941687006988,DNge071
720575941433030414,DNfl024
720575941653841681,DNge001
720575941447935764,oviDN
720575941467559702,DNg06
720575941507049239,DNit008
720575941658910488,DNxn148
720575941541271325,DNg78
720575941640775455,DNxn133
720575941640840991,DNg80
720575941639802655,DNg08
720575941549788961,DNpe054
720575941637734175,DNg06
720575941435997984,DNge034
720575941628710694,DNge116
720575941592925992,DNg69
720575941598492457,DNg05
720575941568499502,DNp55
720575941408577327,DNg62
720575941353080624,DNfl042
720575941476398897,DNge092
720575941661415224,DNg02
720575941721638714,DNb09
720575941475456827,DNp72
720575941505410876,DNfl020
720575941720258362,DNg36
720575941552584510,DNxn144
720575941438213951,DNge118
720575941472005952,DNxl068
720575941476632385,DNg01
720575941486575426,DNxl068
720575941526849357,DNg107
720575941578803025,DNa13
720575941504331607,DNg110
720575941535231832,DNxl123
720575941535086424,DNg13
720575941516271450,DNg56
720575941543092060,DNp14
720575941448968029,DNfl014
720575941430120289,DNge023
720575941432481633,DNxn126
720575941515726691,DNge028
720575941546602345,DNpe031
720575941477713770,DNxn162
720575941626056556,DNge122
720575941519656814,DNxl117
720575941519658862,DNp64
720575941569836914,DNxn137
720575941560655731,DNge051
720575941645117304,DNxl070
720575941660948348,DNg40
720575941494925182,DNxl127
720575941480490882,DNfl035
720575941480673154,DNg12
720575941551093639,DNg12
720575941428365193,DNg12
720575941626337162,DNg103
720575941502273419,DNxl105
720575941486413709,DNg40
720575941434224526,DNge110
720575941463078800,DNg18_b
720575941393196950,DNpe054
720575941566132119,DNg22
720575941688674200,DNge115
720575941612982169,DNge094
720575941597345692,DNfl017
720575941573846941,DNge094
720575941459097503,DNp01
720575941645080481,DNxn126
720575941477812131,DNxl113
720575941527922598,DNg08
720575941671438247,DNxn140
720575941518794668,DNxl097
720575941431211951,DNg29
720575941669726129,DNg85
720575941669801905,DNg54
720575941521188791,DNpe052
720575941530093496,DNxn119
720575941602854841,DNge081
720575941483679674,DNge076
720575941604343737,DNg110
720575941644554184,DNfl038
720575941645918152,DNpe048
720575941626032074,DNg95
720575941540257741,DNxn167
720575941491126222,DNg33
720575941513203665,DNp41
720575941614893013,DNnt013
720575941519241176,DNxl111
720575941469716445,DNg48
720575941438719967,DNg11
720575941554888676,DNxn144
720575941611304937,DNc01
720575941535811562,DNg12
720575941629386732,DNg12
720575941686310895,DNge024
720575941589678078,DNg12
