dn_id,dn_name,in_id,mn_id,muscle,muscle_type,dn_in_synapses,in_mn_synapses,pathway_strength
720575941440280767,DNa15,720575941496830370,720575941565378919,iii3,steering,11,58,638
720575941440280767,DNa15,720575941496830370,720575941565378919,iii3,steering,11,15,165
720575941440280767,DNa15,720575941501721138,720575941565378919,iii3,steering,22,51,1122
720575941440280767,DNa15,720575941501721138,720575941565378919,iii3,steering,22,20,440
720575941440280767,DNa15,720575941503451301,720575941624155644,b2,steering,53,44,2332
720575941440280767,DNa15,720575941503451301,720575941624155644,b2,steering,14,44,616
720575941440280767,DNa15,720575941526847910,720575941580669817,hg1,steering,10,10,100
720575941440280767,DNa15,720575941526847910,720575941580669817,hg1,steering,10,12,120
720575941440280767,DNa15,720575941528944568,720575941458961604,iii3,steering,17,154,2618
720575941440280767,DNa15,720575941528944568,720575941458961604,iii3,steering,17,53,901
720575941440280767,DNa15,720575941528944568,720575941458961604,iii3,steering,17,11,187
720575941440280767,DNa15,720575941528944568,720575941565378919,iii3,steering,17,23,391
720575941440280767,DNa15,720575941528944568,720575941565378919,iii3,steering,17,41,697
720575941440280767,DNa15,720575941532246762,720575941468897856,i1,steering,18,18,324
720575941440280767,DNa15,720575941532246762,720575941474574132,b3,steering,18,22,396
720575941440280767,DNa15,720575941532246762,720575941474574132,b3,steering,18,11,198
720575941440280767,DNa15,720575941532246762,720575941479658831,hg2,steering,18,10,180
720575941440280767,DNa15,720575941546491681,720575941456201887,hg1,steering,11,11,121
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,11,25,275
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,11,13,143
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,11,24,264
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,11,10,110
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,11,13,143
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,11,23,253
720575941440280767,DNa15,720575941546491681,720575941456201887,hg1,steering,20,11,220
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,20,25,500
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,20,13,260
720575941440280767,DNa15,720575941546491681,720575941542412805,b3,steering,20,24,480
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,20,10,200
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,20,13,260
720575941440280767,DNa15,720575941546491681,720575941547315060,i1,steering,20,23,460
720575941440280767,DNa15,720575941557612915,720575941521196211,b1,steering,89,10,890
720575941440280767,DNa15,720575941557612915,720575941624155644,b2,steering,89,10,890
720575941440280767,DNa15,720575941557612915,720575941521196211,b1,steering,28,10,280
720575941440280767,DNa15,720575941557612915,720575941624155644,b2,steering,28,10,280
720575941440280767,DNa15,720575941558661165,720575941468897856,i1,steering,20,17,340
720575941440280767,DNa15,720575941558661165,720575941468897856,i1,steering,20,15,300
720575941440280767,DNa15,720575941558661165,720575941513173763,hg4,steering,20,11,220
720575941440280767,DNa15,720575941558661165,720575941580669817,hg1,steering,20,14,280
720575941440280767,DNa15,720575941558661165,720575941468897856,i1,steering,11,17,187
720575941440280767,DNa15,720575941558661165,720575941468897856,i1,steering,11,15,165
720575941440280767,DNa15,720575941558661165,720575941513173763,hg4,steering,11,11,121
720575941440280767,DNa15,720575941558661165,720575941580669817,hg1,steering,11,14,154
720575941440280767,DNa15,720575941601153270,720575941456201887,hg1,steering,25,10,250
